OrderID,OrderDate,OrderTime,StoreID,EmpID,Items,Revenue,Sales Tax,Total Charge,Payment,CustZipCode
S15945,7/4/2017,10:05:50 AM,Store02,JW86,1,254.30,12.72,267.02,Credit Card,08096
S15946,7/4/2017,10:39:34 AM,Store04,MB55,5,811.38,40.57,851.95,Credit Card,60636
S15947,7/4/2017,11:13:18 AM,Store01,VW24,2,405.98,20.30,426.28,Credit Card,10019
S15948,7/4/2017,11:44:10 AM,Store03,ET62,3,741.00,37.05,778.05,Credit Card,22206
S15949,7/4/2017,12:17:04 PM,Store04,MS27,1,29.99,1.50,31.49,Credit Card,60603
S15950,7/4/2017,12:50:24 PM,Store01,JJ78,1,18.99,0.95,19.94,Check,07074
S15951,7/4/2017,1:22:54 PM,Store02,CM17,2,105.98,5.30,111.28,Credit Card,18092
S15952,7/4/2017,1:56:38 PM,Store02,DL83,8,504.96,25.25,530.21,Credit Card,08049
S15953,7/4/2017,2:29:09 PM,Store01,GW29,5,604.71,30.24,634.95,Credit Card,65250
S15954,7/4/2017,3:00:00 PM,Store01,JJ78,4,316.00,15.80,331.80,Credit Card,10270
S15955,7/4/2017,3:34:09 PM,Store01,LT29,5,644.48,32.22,676.70,Credit Card,11237
S15956,7/4/2017,4:05:50 PM,Store03,BH39,1,117.85,5.89,123.74,Credit Card,20879
S15957,7/4/2017,4:36:41 PM,Store04,JH83,1,28.15,1.41,29.56,Credit Card,60476
S15958,7/4/2017,5:08:47 PM,Store04,SL81,1,309.99,15.50,325.49,Credit Card,25213
S15959,7/4/2017,5:40:52 PM,Store02,GG57,1,79.00,3.95,82.95,Credit Card,19144
S15960,7/4/2017,6:14:36 PM,Store04,LS82,1,489.00,24.45,513.45,Credit Card,60501
S15961,7/4/2017,6:45:28 PM,Store05,NC86,2,149.98,7.50,157.48,Credit Card,46123
S15962,7/4/2017,7:16:44 PM,Store05,PM19,1,39.99,2.00,41.99,Credit Card,46142
S15963,7/4/2017,7:47:35 PM,Store01,WH43,3,285.97,14.30,300.27,Credit Card,10069
S15964,7/5/2017,9:29:14 AM,Store02,JC39,2,69.98,3.50,73.48,Other,19082
S15965,7/5/2017,9:56:49 AM,Store04,DW43,3,152.97,7.65,160.62,Credit Card,60189
S15966,7/5/2017,10:26:03 AM,Store01,NW60,1,309.99,15.50,325.49,Credit Card,10014
S15967,7/5/2017,10:53:38 AM,Store02,GW33,1,209.99,10.50,220.49,Credit Card,19094
S15968,7/5/2017,11:23:16 AM,Store01,HM67,2,539.98,27.00,566.98,Credit Card,10456
S15969,7/5/2017,11:54:09 AM,Store05,MM20,2,978.00,48.90,1026.90,Credit Card,46204
S15970,7/5/2017,12:23:47 PM,Store01,JT13,2,101.89,5.09,106.98,Credit Card,11367
S15971,7/5/2017,12:51:22 PM,Store01,SB21,1,29.99,1.50,31.49,Check,11378
S15972,7/5/2017,1:21:01 PM,Store01,KA47,1,68.99,3.45,72.44,Credit Card,07626
S15973,7/5/2017,1:49:01 PM,Store05,LS82,1,74.99,3.75,78.74,Check,20842
S15974,7/5/2017,2:19:28 PM,Store01,JD91,1,34.20,1.71,35.91,Check,10105
S15975,7/5/2017,2:47:04 PM,Store05,TK96,1,179.50,8.98,188.48,Credit Card,46290
S15976,7/5/2017,3:17:07 PM,Store05,PL31,2,478.95,23.95,502.90,Check,46106
S15977,7/5/2017,3:45:06 PM,Store02,WM89,1,44.99,2.25,47.24,Credit Card,08053
S15978,7/5/2017,4:15:34 PM,Store01,CM38,1,119.99,6.00,125.99,Credit Card,07718
S15979,7/5/2017,4:45:37 PM,Store04,PK18,3,109.97,5.50,115.47,Credit Card,60616
S15980,7/5/2017,5:14:51 PM,Store03,CD93,2,399.90,20.00,419.90,Credit Card,20877
S15981,7/5/2017,5:43:40 PM,Store02,JJ78,1,114.99,5.75,120.74,Other,19096
S15982,7/5/2017,6:14:08 PM,Store01,PK18,1,229.99,11.50,241.49,Credit Card,10036
S15983,7/5/2017,6:43:22 PM,Store03,PK18,1,198.00,9.90,207.90,Check,20778
S15984,7/5/2017,7:13:25 PM,Store03,SP45,3,549.97,27.50,577.47,Check,20874
S15985,7/5/2017,7:44:18 PM,Store02,JD91,2,647.99,32.40,680.39,Credit Card,51031
S15986,7/6/2017,9:41:05 AM,Store04,MW25,2,99.10,4.96,104.06,Check,60622
S15987,7/6/2017,10:21:46 AM,Store05,LS82,1,28.15,1.41,29.56,Credit Card,46216
S15988,7/6/2017,11:02:02 AM,Store02,SM69,3,487.28,24.36,511.64,Check,19122
S15989,7/6/2017,11:42:19 AM,Store01,RG98,1,149.00,7.45,156.45,Check,11225
S15990,7/6/2017,12:22:10 PM,Store04,MR76,1,42.99,2.15,45.14,Credit Card,73764
S15991,7/6/2017,1:03:40 PM,Store04,BH39,1,11.90,0.60,12.50,Cash,60661
S15992,7/6/2017,1:44:21 PM,Store05,RH32,2,978.00,48.90,1026.90,Credit Card,46259
S15993,7/6/2017,2:25:51 PM,Store02,WG86,1,199.95,10.00,209.95,Credit Card,19139
S15994,7/6/2017,3:06:07 PM,Store03,WL96,1,179.99,9.00,188.99,Credit Card,20721
S15995,7/6/2017,3:48:27 PM,Store01,KG79,1,33.99,1.70,35.69,Check,11203
S15996,7/6/2017,4:29:32 PM,Store03,AC67,2,128.80,6.44,135.24,Credit Card,20376
S15997,7/6/2017,5:09:48 PM,Store01,SL81,1,79.00,3.95,82.95,Credit Card,11428
S15998,7/6/2017,5:52:33 PM,Store01,SY50,2,229.98,11.50,241.48,Check,10547
S15999,7/6/2017,6:33:13 PM,Store01,DW50,5,905.67,45.28,950.95,Credit Card,11598
S16000,7/6/2017,7:13:54 PM,Store04,JT88,1,89.99,4.50,94.49,Credit Card,60610
S16001,7/6/2017,7:55:00 PM,Store04,CG40,2,213.74,10.69,224.43,Credit Card,89084
S16002,7/7/2017,9:30:47 AM,Store01,PP24,1,179.50,8.98,188.48,Credit Card,10020
S16003,7/7/2017,10:00:45 AM,Store04,LT29,3,1887.00,94.35,1981.35,Credit Card,60660
S16004,7/7/2017,10:31:57 AM,Store03,NC86,1,179.99,9.00,188.99,Credit Card,22027
S16005,7/7/2017,11:01:31 AM,Store04,WL96,1,18.99,0.95,19.94,Credit Card,60634
S16006,7/7/2017,11:32:18 AM,Store01,MC13,1,27.30,1.37,28.67,Credit Card,11217
S16007,7/7/2017,12:02:40 PM,Store04,JM47,1,111.99,5.60,117.59,Check,60612
S16008,7/7/2017,12:32:14 PM,Store02,LC50,1,599.99,30.00,629.99,Check,08021
S16009,7/7/2017,1:04:15 PM,Store01,MM95,1,179.99,9.00,188.99,Credit Card,11359
S16010,7/7/2017,1:34:38 PM,Store01,PP89,1,198.00,9.90,207.90,Check,10308
S16011,7/7/2017,2:03:46 PM,Store01,RL72,2,539.98,27.00,566.98,Credit Card,10010
S16012,7/7/2017,2:35:48 PM,Store02,SB21,3,81.90,4.10,86.00,Credit Card,08030
S16013,7/7/2017,3:07:49 PM,Store01,AC67,1,27.99,1.40,29.39,Check,11416
S16014,7/7/2017,3:39:50 PM,Store01,MG89,1,74.99,3.75,78.74,Credit Card,10128
S16015,7/7/2017,4:10:38 PM,Store04,PC94,2,229.98,11.50,241.48,Credit Card,60139
S16016,7/7/2017,4:42:14 PM,Store04,NC13,1,249.99,12.50,262.49,Credit Card,60532
S16017,7/7/2017,5:11:23 PM,Store04,JD45,2,49.98,2.50,52.48,Credit Card,60070
S16018,7/7/2017,5:41:21 PM,Store04,CH85,1,269.99,13.50,283.49,Credit Card,60613
S16019,7/7/2017,6:11:44 PM,Store01,AC89,2,347.00,17.35,364.35,Credit Card,10455
S16020,7/7/2017,6:40:52 PM,Store05,HW53,2,298.00,14.90,312.90,Check,46222
S16021,7/7/2017,7:10:01 PM,Store02,GB66,5,347.86,17.39,365.25,Credit Card,08051
S16022,7/7/2017,7:42:02 PM,Store01,SR23,9,576.54,28.83,605.37,Credit Card,07032
S16023,7/8/2017,9:22:33 AM,Store04,NW60,3,133.75,6.69,140.44,Other,60018
S16024,7/8/2017,9:47:09 AM,Store05,KG79,4,595.98,29.80,625.78,Credit Card,46228
S16025,7/8/2017,10:13:00 AM,Store03,SS48,3,75.97,3.80,79.77,Credit Card,23124
S16026,7/8/2017,10:35:57 AM,Store04,RB48,2,179.98,9.00,188.98,Credit Card,60514
S16027,7/8/2017,11:00:34 AM,Store05,AC67,3,205.39,10.27,215.66,Credit Card,46201
S16028,7/8/2017,11:24:21 AM,Store03,FM18,1,199.95,10.00,209.95,Credit Card,20841
S16029,7/8/2017,11:49:47 AM,Store03,SO47,3,497.99,24.90,522.89,Check,45380
S16030,7/8/2017,12:13:58 PM,Store01,TW57,5,389.40,19.47,408.87,Check,07662
S16031,7/8/2017,12:38:10 PM,Store04,AB28,2,64.98,3.25,68.23,Credit Card,60626
S16032,7/8/2017,1:02:46 PM,Store03,PD90,1,62.99,3.15,66.14,Credit Card,22309
S16033,7/8/2017,1:28:37 PM,Store03,RC69,3,419.97,21.00,440.97,Credit Card,22433
S16034,7/8/2017,1:51:35 PM,Store01,MS27,1,29.99,1.50,31.49,Credit Card,46777
S16035,7/8/2017,2:15:46 PM,Store04,SM69,1,114.99,5.75,120.74,Credit Card,53956
S16036,7/8/2017,2:38:19 PM,Store01,CJ91,3,391.97,19.60,411.57,Credit Card,11501
S16037,7/8/2017,3:02:31 PM,Store05,MB11,2,16.80,0.84,17.64,Credit Card,46149
S16038,7/8/2017,3:26:18 PM,Store04,JK17,1,27.99,1.40,29.39,Check,60202
S16039,7/8/2017,3:49:40 PM,Store02,SB49,1,62.99,3.15,66.14,Check,08075
S16040,7/8/2017,4:14:41 PM,Store01,HS21,1,353.40,17.67,371.07,Check,10455
S16041,7/8/2017,4:39:42 PM,Store05,JJ78,1,49.80,2.49,52.29,Check,46236
S16042,7/8/2017,5:02:40 PM,Store04,RO81,4,562.92,28.15,591.07,Check,60037
S16043,7/8/2017,5:25:13 PM,Store01,CH85,1,229.99,11.50,241.49,Credit Card,07044
S16044,7/8/2017,5:50:14 PM,Store04,RP63,2,99.98,5.00,104.98,Credit Card,60620
S16045,7/8/2017,6:12:47 PM,Store01,JN12,1,117.85,5.89,123.74,Credit Card,11370
S16046,7/8/2017,6:38:38 PM,Store01,JD87,3,174.97,8.75,183.72,Credit Card,43943
S16047,7/8/2017,7:02:00 PM,Store02,GR33,5,162.95,8.15,171.10,Credit Card,19144
S16048,7/8/2017,7:26:12 PM,Store01,NC13,2,69.98,3.50,73.48,Check,07114
S16049,7/9/2017,9:33:59 AM,Store02,SO60,2,55.98,2.80,58.78,Credit Card,19148
S16050,7/9/2017,10:07:58 AM,Store04,DB14,5,129.17,6.46,135.63,Check,60707
S16051,7/9/2017,10:41:08 AM,Store05,CD65,1,9.00,0.45,9.45,Check,46225
S16052,7/9/2017,11:16:21 AM,Store04,JD45,1,30.99,1.55,32.54,Credit Card,60176
S16053,7/9/2017,11:50:45 AM,Store02,TB27,1,279.00,13.95,292.95,Credit Card,08021
S16054,7/9/2017,12:25:09 PM,Store04,MM66,2,97.19,4.86,102.05,Credit Card,60459
S16055,7/9/2017,12:59:33 PM,Store01,JT88,1,489.00,24.45,513.45,Credit Card,07606
S16056,7/9/2017,1:32:43 PM,Store02,MR76,1,29.99,1.50,31.49,Credit Card,08097
S16057,7/9/2017,2:08:45 PM,Store03,MM20,1,20.99,1.05,22.04,Credit Card,22046
S16058,7/9/2017,2:42:44 PM,Store04,MM66,2,37.98,1.90,39.88,Credit Card,60068
S16059,7/9/2017,3:16:19 PM,Store04,WJ47,4,339.48,16.97,356.45,Other,60077
S16060,7/9/2017,3:51:57 PM,Store05,JL35,7,298.50,14.93,313.43,Credit Card,46239
S16061,7/9/2017,4:27:10 PM,Store02,WL96,2,289.50,14.48,303.98,Credit Card,19001
S16062,7/9/2017,5:02:48 PM,Store01,JK17,6,944.94,47.25,992.19,Credit Card,07202
S16063,7/9/2017,5:37:12 PM,Store02,CM38,4,471.40,23.57,494.97,Other,19044
S16064,7/9/2017,6:11:11 PM,Store04,CJ91,4,418.59,20.93,439.52,Check,60526
S16065,7/9/2017,6:46:24 PM,Store02,RO81,4,546.18,27.31,573.49,Credit Card,08061
S16066,7/9/2017,7:21:38 PM,Store02,MW25,1,279.00,13.95,292.95,Credit Card,19008
S16067,7/9/2017,7:55:12 PM,Store05,LG92,1,12.99,0.65,13.64,Cash,46204
S16068,7/10/2017,9:32:30 AM,Store05,JA65,1,39.99,2.00,41.99,Check,47338
S16069,7/10/2017,10:06:39 AM,Store05,TJ22,1,24.99,1.25,26.24,Credit Card,04011
S16070,7/10/2017,10:39:09 AM,Store05,TJ22,1,8.40,0.42,8.82,Cash,46224
S16071,7/10/2017,11:12:53 AM,Store01,AF67,1,33.99,1.70,35.69,Credit Card,10120
S16072,7/10/2017,11:45:48 AM,Store01,MD59,1,109.00,5.45,114.45,Credit Card,07660
S16073,7/10/2017,12:19:08 PM,Store02,NL87,2,112.54,5.63,118.17,Check,08052
S16074,7/10/2017,12:52:52 PM,Store04,AC67,1,279.00,13.95,292.95,Credit Card,60008
S16075,7/10/2017,1:24:58 PM,Store03,JC61,1,139.99,7.00,146.99,Check,20712
S16076,7/10/2017,1:55:49 PM,Store03,HM67,1,59.99,3.00,62.99,Credit Card,20877
S16077,7/10/2017,2:29:58 PM,Store02,SS79,2,218.00,10.90,228.90,Other,08103
S16078,7/10/2017,3:03:17 PM,Store03,JB26,2,359.98,18.00,377.98,Credit Card,03750
S16079,7/10/2017,3:34:34 PM,Store03,PL31,4,1019.96,51.00,1070.96,Credit Card,21710
S16080,7/10/2017,4:06:39 PM,Store02,PN37,1,9.00,0.45,9.45,Cash,19153
S16081,7/10/2017,4:37:31 PM,Store04,IW76,4,99.96,5.00,104.96,Credit Card,60514
S16082,7/10/2017,5:10:25 PM,Store05,CJ91,2,105.98,5.30,111.28,Other,46216
S16083,7/10/2017,5:43:45 PM,Store03,RL27,2,569.99,28.50,598.49,Credit Card,20874
S16084,7/10/2017,6:17:54 PM,Store01,KG79,1,31.99,1.60,33.59,Credit Card,10455
S16085,7/10/2017,6:51:38 PM,Store05,JM47,2,81.19,4.06,85.25,Credit Card,46037
S16086,7/10/2017,7:24:33 PM,Store02,CR46,1,489.00,24.45,513.45,Credit Card,19057
S16087,7/10/2017,7:56:14 PM,Store04,WS38,5,369.95,18.50,388.45,Check,60068
S16088,7/11/2017,9:37:13 AM,Store01,SL81,2,179.98,9.00,188.98,Credit Card,11050
S16089,7/11/2017,10:14:25 AM,Store05,LF58,2,79.98,4.00,83.98,Credit Card,46236
S16090,7/11/2017,10:51:38 AM,Store01,NR85,3,92.97,4.65,97.62,Credit Card,07059
S16091,7/11/2017,11:30:54 AM,Store01,LS25,2,49.98,2.50,52.48,Credit Card,11374
S16092,7/11/2017,12:10:59 PM,Store04,SB21,2,138.98,6.95,145.93,Credit Card,60607
S16093,7/11/2017,12:48:12 PM,Store02,FM18,1,8.40,0.42,8.82,Cash,08066
S16094,7/11/2017,1:28:17 PM,Store02,RL72,3,419.97,21.00,440.97,Credit Card,08032
S16095,7/11/2017,2:06:19 PM,Store04,IW76,1,34.99,1.75,36.74,Check,60137
S16096,7/11/2017,2:46:49 PM,Store03,MG89,1,29.99,1.50,31.49,Credit Card,22042
S16097,7/11/2017,3:24:02 PM,Store04,MD59,1,114.99,5.75,120.74,Credit Card,60827
S16098,7/11/2017,4:04:32 PM,Store01,SB21,2,262.60,13.13,275.73,Credit Card,10009
S16099,7/11/2017,4:44:13 PM,Store01,JM66,2,237.99,11.90,249.89,Credit Card,16053
S16100,7/11/2017,5:24:43 PM,Store04,MC65,1,30.99,1.55,32.54,Other,60644
S16101,7/11/2017,6:04:24 PM,Store05,DR53,5,840.96,42.05,883.01,Credit Card,46229
S16102,7/11/2017,6:42:26 PM,Store05,PM19,2,399.90,20.00,419.90,Credit Card,46239
S16103,7/11/2017,7:22:06 PM,Store04,KD80,2,54.60,2.73,57.33,Check,60629
S16104,7/11/2017,8:00:08 PM,Store01,JW86,1,34.99,1.75,36.74,Credit Card,10452
S16105,7/12/2017,9:35:38 AM,Store02,GS28,1,33.99,1.70,35.69,Credit Card,19046
S16106,7/12/2017,10:10:26 AM,Store02,WJ47,1,64.40,3.22,67.62,Check,19119
S16107,7/12/2017,10:43:36 AM,Store01,LF58,1,132.99,6.65,139.64,Check,07310
S16108,7/12/2017,11:19:39 AM,Store03,JD91,2,1254.00,62.70,1316.70,Credit Card,20715
S16109,7/12/2017,11:55:41 AM,Store05,VB45,2,396.00,19.80,415.80,Credit Card,46226
S16110,7/12/2017,12:30:05 PM,Store01,NC13,1,37.99,1.90,39.89,Check,07108
S16111,7/12/2017,1:03:40 PM,Store05,SL44,3,193.20,9.66,202.86,Credit Card,46112
S16112,7/12/2017,1:39:42 PM,Store05,CF23,1,34.20,1.71,35.91,Other,46107
S16113,7/12/2017,2:14:31 PM,Store02,CD93,1,34.20,1.71,35.91,Credit Card,08063
S16114,7/12/2017,2:48:05 PM,Store03,JM66,4,201.96,10.10,212.06,Credit Card,69366
S16115,7/12/2017,3:23:43 PM,Store01,KH99,1,27.99,1.40,29.39,Credit Card,10045
S16116,7/12/2017,3:57:42 PM,Store01,WJ47,1,62.99,3.15,66.14,Check,07460
S16117,7/12/2017,4:33:20 PM,Store03,HM67,1,29.99,1.50,31.49,Credit Card,20814
S16118,7/12/2017,5:08:09 PM,Store01,JD91,4,103.96,5.20,109.16,Check,07202
S16119,7/12/2017,5:43:22 PM,Store02,SF12,1,269.99,13.50,283.49,Credit Card,08012
S16120,7/12/2017,6:17:21 PM,Store01,CM38,2,114.40,5.72,120.12,Other,07110
S16121,7/12/2017,6:50:06 PM,Store04,SS79,2,294.99,14.75,309.74,Check,60601
S16122,7/12/2017,7:22:52 PM,Store03,JC39,1,198.00,9.90,207.90,Credit Card,35221
S16123,7/12/2017,7:56:26 PM,Store05,KF42,1,41.99,2.10,44.09,Credit Card,46268
S16124,7/13/2017,9:26:05 AM,Store02,DW16,1,599.99,30.00,629.99,Credit Card,19135
S16125,7/13/2017,9:54:14 AM,Store04,EN51,1,24.99,1.25,26.24,Credit Card,60304
S16126,7/13/2017,10:20:20 AM,Store01,RG98,2,149.98,7.50,157.48,Credit Card,11373
S16127,7/13/2017,10:45:36 AM,Store01,JY21,2,328.00,16.40,344.40,Credit Card,11355
S16128,7/13/2017,11:12:56 AM,Store01,RC69,2,262.99,13.15,276.14,Check,11232
S16129,7/13/2017,11:40:15 AM,Store05,DW43,2,50.98,2.55,53.53,Credit Card,46227
S16130,7/13/2017,12:08:24 PM,Store02,CG40,3,247.99,12.40,260.39,Check,19029
S16131,7/13/2017,12:34:54 PM,Store04,FM15,1,199.00,9.95,208.95,Credit Card,60042
S16132,7/13/2017,1:03:03 PM,Store01,FM15,2,16.80,0.84,17.64,Credit Card,07094
S16133,7/13/2017,1:30:47 PM,Store05,TB27,2,56.30,2.82,59.12,Credit Card,46290
S16134,7/13/2017,1:55:39 PM,Store05,EC30,1,34.20,1.71,35.91,Credit Card,46239
S16135,7/13/2017,2:22:34 PM,Store03,JK17,2,1254.00,62.70,1316.70,Credit Card,20009
S16136,7/13/2017,2:50:43 PM,Store04,KJ71,2,289.50,14.48,303.98,Credit Card,60473
S16137,7/13/2017,3:17:37 PM,Store02,JP28,2,111.98,5.60,117.58,Credit Card,19133
S16138,7/13/2017,3:45:22 PM,Store01,TJ22,2,235.70,11.79,247.49,Credit Card,10152
S16139,7/13/2017,4:13:31 PM,Store02,MR55,3,473.97,23.70,497.67,Credit Card,19146
S16140,7/13/2017,4:41:15 PM,Store04,CJ91,2,263.98,13.20,277.18,Credit Card,60093
S16141,7/13/2017,5:07:45 PM,Store05,MC13,1,149.00,7.45,156.45,Credit Card,46229
S16142,7/13/2017,5:33:50 PM,Store05,NR72,2,68.40,3.42,71.82,Credit Card,46168
S16143,7/13/2017,6:01:59 PM,Store01,BK87,1,37.99,1.90,39.89,Credit Card,07036
S16144,7/13/2017,6:30:08 PM,Store02,JI58,1,41.99,2.10,44.09,Check,19035
S16145,7/13/2017,6:58:17 PM,Store01,SB21,1,25.99,1.30,27.29,Credit Card,11427
S16146,7/13/2017,7:24:47 PM,Store03,RH67,4,439.80,21.99,461.79,Credit Card,20905
S16147,7/13/2017,7:52:32 PM,Store01,LS47,3,224.97,11.25,236.22,Credit Card,07305
S16148,7/14/2017,9:25:26 AM,Store02,WJ47,1,209.99,10.50,220.49,Credit Card,08086
S16149,7/14/2017,9:49:13 AM,Store01,HM67,2,51.98,2.60,54.58,Credit Card,10016
S16150,7/14/2017,10:14:39 AM,Store04,AF67,3,1257.00,62.85,1319.85,Credit Card,60155
S16151,7/14/2017,10:40:29 AM,Store01,DC92,1,309.99,15.50,325.49,Credit Card,68136
S16152,7/14/2017,11:05:30 AM,Store02,MC26,2,67.98,3.40,71.38,Cash,08014
S16153,7/14/2017,11:28:03 AM,Store04,AB28,1,149.00,7.45,156.45,Check,60515
S16154,7/14/2017,11:52:15 AM,Store01,CS42,1,43.99,2.20,46.19,Credit Card,07018
S16155,7/14/2017,12:15:12 PM,Store05,PK18,2,119.98,6.00,125.98,Credit Card,46278
S16156,7/14/2017,12:39:24 PM,Store05,CB81,2,558.00,27.90,585.90,Credit Card,46254
S16157,7/14/2017,1:04:25 PM,Store02,SH32,3,297.97,14.90,312.87,Credit Card,19003
S16158,7/14/2017,1:27:23 PM,Store05,MA99,2,59.98,3.00,62.98,Credit Card,46280
S16159,7/14/2017,1:52:49 PM,Store01,OE65,3,150.98,7.55,158.53,Credit Card,10452
S16160,7/14/2017,2:17:00 PM,Store03,JM45,1,24.99,1.25,26.24,Credit Card,22015
S16161,7/14/2017,2:39:33 PM,Store03,WJ47,1,39.99,2.00,41.99,Check,20904
S16162,7/14/2017,3:04:59 PM,Store02,MS64,3,623.79,31.19,654.98,Credit Card,19074
S16163,7/14/2017,3:27:32 PM,Store03,KH99,2,359.94,18.00,377.94,Credit Card,20007
S16164,7/14/2017,3:52:33 PM,Store03,GG57,2,125.98,6.30,132.28,Credit Card,20762
S16165,7/14/2017,4:17:59 PM,Store01,LS14,1,139.99,7.00,146.99,Other,07704
S16166,7/14/2017,4:43:25 PM,Store04,BW60,3,293.97,14.70,308.67,Credit Card,60629
S16167,7/14/2017,5:08:01 PM,Store02,LM25,1,68.99,3.45,72.44,Credit Card,08010
S16168,7/14/2017,5:30:59 PM,Store01,PM84,2,112.40,5.62,118.02,Credit Card,10123
S16169,7/14/2017,5:53:32 PM,Store05,KF42,8,229.94,11.50,241.44,Credit Card,46254
S16170,7/14/2017,6:16:05 PM,Store01,JT88,8,1363.92,68.20,1432.12,Other,10457
S16171,7/14/2017,6:39:27 PM,Store03,MC13,2,139.94,7.00,146.94,Check,73950
S16172,7/14/2017,7:02:25 PM,Store04,BW60,1,11.90,0.60,12.50,Check,60056
S16173,7/14/2017,7:27:01 PM,Store04,KP58,1,30.99,1.55,32.54,Credit Card,60654
S16174,7/15/2017,9:39:51 AM,Store02,LC90,2,1254.00,62.70,1316.70,Credit Card,08055
S16175,7/15/2017,10:21:46 AM,Store01,JK28,1,117.85,5.89,123.74,Credit Card,11367
S16176,7/15/2017,11:03:16 AM,Store05,AB28,2,51.98,2.60,54.58,Check,46221
S16177,7/15/2017,11:43:33 AM,Store02,LS25,1,68.99,3.45,72.44,Credit Card,19124
S16178,7/15/2017,12:24:13 PM,Store02,CB86,1,309.99,15.50,325.49,Credit Card,19078
S16179,7/15/2017,1:04:05 PM,Store02,JC22,5,280.64,14.03,294.67,Check,33771
S16180,7/15/2017,1:46:24 PM,Store04,CG40,1,75.00,3.75,78.75,Credit Card,60605
S16181,7/15/2017,2:29:33 PM,Store02,JM47,3,247.97,12.40,260.37,Credit Card,19018
S16182,7/15/2017,3:09:25 PM,Store01,RG98,1,249.99,12.50,262.49,Credit Card,10006
S16183,7/15/2017,3:51:20 PM,Store01,DB14,1,198.00,9.90,207.90,Credit Card,11428
S16184,7/15/2017,4:31:11 PM,Store03,CT64,1,30.99,1.55,32.54,Other,70739
S16185,7/15/2017,5:13:55 PM,Store01,MM24,1,149.00,7.45,156.45,Credit Card,07092
S16186,7/15/2017,5:56:15 PM,Store03,MM66,1,79.95,4.00,83.95,Credit Card,24064
S16187,7/15/2017,6:39:24 PM,Store03,JM71,2,170.98,8.55,179.53,Other,20852
S16188,7/15/2017,7:21:43 PM,Store02,JT13,1,11.90,0.60,12.50,Cash,19116
S16189,7/15/2017,8:01:59 PM,Store02,JB42,3,209.45,10.47,219.92,Credit Card,71070
S16190,7/16/2017,9:29:58 AM,Store04,SO60,3,418.39,20.92,439.31,Credit Card,60154
S16191,7/16/2017,10:00:21 AM,Store03,DM43,1,20.99,1.05,22.04,Credit Card,20814
S16192,7/16/2017,10:31:08 AM,Store05,CB86,1,49.55,2.48,52.03,Credit Card,46131
S16193,7/16/2017,11:03:09 AM,Store02,SS82,1,269.99,13.50,283.49,Check,40360
S16194,7/16/2017,11:33:07 AM,Store04,AP74,2,161.98,8.10,170.08,Credit Card,60104
S16195,7/16/2017,12:02:40 PM,Store04,RW44,3,74.97,3.75,78.72,Credit Card,60195
S16196,7/16/2017,12:32:38 PM,Store05,SL81,3,430.20,21.51,451.71,Credit Card,77072
S16197,7/16/2017,1:01:47 PM,Store05,TK96,2,99.98,5.00,104.98,Check,46033
S16198,7/16/2017,1:30:56 PM,Store02,KG79,1,62.99,3.15,66.14,Credit Card,19012
S16199,7/16/2017,2:00:04 PM,Store05,WH43,2,68.40,3.42,71.82,Credit Card,46231
S16200,7/16/2017,2:32:05 PM,Store05,GR33,1,89.99,4.50,94.49,Check,46214
S16201,7/16/2017,3:02:53 PM,Store04,JN12,1,139.99,7.00,146.99,Credit Card,60176
S16202,7/16/2017,3:32:26 PM,Store03,OE65,8,583.84,29.19,613.03,Credit Card,22043
S16203,7/16/2017,4:03:13 PM,Store05,CH85,1,37.99,1.90,39.89,Check,46235
S16204,7/16/2017,4:33:11 PM,Store01,CR46,1,18.99,0.95,19.94,Credit Card,10467
S16205,7/16/2017,5:03:59 PM,Store02,DW16,1,109.00,5.45,114.45,Check,19078
S16206,7/16/2017,5:34:21 PM,Store02,CJ91,1,74.99,3.75,78.74,Check,19023
S16207,7/16/2017,6:05:58 PM,Store01,NE86,1,179.99,9.00,188.99,Check,11256
S16208,7/16/2017,6:37:35 PM,Store01,CM17,1,59.99,3.00,62.99,Credit Card,07105
S16209,7/16/2017,7:09:11 PM,Store03,VW24,1,75.00,3.75,78.75,Credit Card,20011
S16210,7/16/2017,7:40:23 PM,Store01,MD59,2,508.99,25.45,534.44,Check,10018
S16211,7/17/2017,9:42:51 AM,Store01,RH32,6,1039.75,51.99,1091.74,Credit Card,11231
S16212,7/17/2017,10:27:46 AM,Store04,DB97,1,8.40,0.42,8.82,Cash,60106
S16213,7/17/2017,11:13:06 AM,Store03,JT13,4,520.17,26.01,546.18,Check,20002
S16214,7/17/2017,11:58:25 AM,Store01,CH12,4,178.96,8.95,187.91,Credit Card,18058
S16215,7/17/2017,12:41:41 PM,Store03,RG28,1,9.00,0.45,9.45,Cash,20886
S16216,7/17/2017,1:25:22 PM,Store04,SB21,7,1079.81,53.99,1133.80,Credit Card,58503
S16217,7/17/2017,2:10:17 PM,Store03,GR33,3,925.00,46.25,971.25,Credit Card,20032
S16218,7/17/2017,2:54:23 PM,Store03,CM38,5,373.77,18.69,392.46,Check,22043
S16219,7/17/2017,3:40:32 PM,Store04,SC47,1,269.99,13.50,283.49,Credit Card,60612
S16220,7/17/2017,4:23:48 PM,Store04,MB33,1,9.00,0.45,9.45,Cash,60091
S16221,7/17/2017,5:09:32 PM,Store01,DW43,2,68.40,3.42,71.82,Check,12589
